"IV1 1AA",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1AD",10,266661,846302,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1AU",10,266718,846563,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1AX",10,266609,845427,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1BA",10,266424,845547,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1DA",10,266626,845454,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1DE",10,266663,845426,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1DF",10,266632,845398,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1DG",10,266602,845389,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1DH",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1DJ",10,266580,845417,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1DN",10,266582,845451,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1DP",10,266558,845360,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1DR",10,266573,845337,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1DW",10,266558,845360,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1DX",10,266584,845304,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1DY",10,266627,845241,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1DZ",10,266627,845241,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1EA",10,266657,845263,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1EB",10,266642,845291,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1ED",10,266642,845291,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1EH",10,266597,845374,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1EJ",10,266580,845417,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1EN",10,266540,845471,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1EP",10,266511,845521,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1ES",10,266513,845427,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1EU",10,266535,845404,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1EX",10,266604,845356,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1EY",10,266485,845515,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1FB",10,267458,846978,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1FF",10,266580,847008,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1FG",10,266822,847216,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1GJ",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1HB",10,266540,845471,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1HD",10,266592,845210,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1HG",10,266599,845167,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1HN",10,266786,845314,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1HQ",10,266599,845167,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1HS",10,266767,845304,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1HT",10,266749,845281,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1HU",10,266722,845304,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1HX",10,266614,845334,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1HY",10,266701,845254,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1JE",10,266781,845246,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1JJ",10,266681,845187,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1JN",10,266679,845402,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1JQ",10,266740,845228,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1JT",10,266723,845437,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1JX",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1LA",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1LD",10,266723,845437,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1LE",10,266737,845453,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1LF",10,266774,845437,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1LG",10,266783,845431,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1LL",10,266673,845487,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1LN",10,267574,845930,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1LP",10,266659,845480,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1LQ",10,266809,845412,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1LR",10,266704,845530,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1LS",10,266665,845532,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1LU",10,266585,845540,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1LW",10,266442,845821,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1LX",10,266508,845591,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1LY",10,267467,846017,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1NA",10,266455,845606,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1NB",10,266337,845847,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1ND",10,266414,845825,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1NE",10,266374,845921,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1NF",10,266446,845968,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1NG",10,266400,845970,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1NH",10,266683,845541,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1NJ",10,266525,845776,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1NL",10,266480,845837,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1NP",10,266547,845803,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1NQ",10,266539,845655,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1NR",10,266453,845863,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1NS",10,266542,845844,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1NT",10,266477,846008,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1NU",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1NW",10,266794,845625,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1NX",10,266274,845805,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1NY",10,266490,846064,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1NZ",10,266533,846191,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1PA",10,266578,846462,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1PB",10,266594,846206,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1PF",10,266407,845631,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1PG",10,266690,845399,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1PJ",10,266643,845376,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1PL",10,266693,845381,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1PN",10,266704,845530,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1PP",10,266716,845349,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1PQ",10,266655,845401,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1PR",10,266716,845349,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1PX",10,266640,845348,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1QA",10,266663,845326,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1QD",10,266691,845329,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1QF",10,266691,845329,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1QG",10,266714,845303,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1QL",10,266669,845277,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1QN",10,266513,845427,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1QQ",10,266708,845290,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1QU",10,266537,845303,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1QY",10,266481,845401,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1RE",10,266342,845544,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1RF",10,266318,845656,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1RJ",10,266350,845593,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1RL",10,266815,845897,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1RN",10,266403,845507,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1RP",10,267051,846235,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1RY",10,266994,845883,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1RZ",10,266746,845858,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1SA",10,266899,846057,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1SD",10,266950,846362,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1SF",10,267051,846235,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1SG",10,267372,846324,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1SL",10,267059,846546,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1SN",10,266794,846432,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1SQ",10,267322,846170,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1SR",10,266927,846475,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1ST",10,266615,846338,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1SU",10,266460,846710,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1SX",10,266479,846346,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1SY",10,266943,846006,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1TB",10,266865,846169,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1TD",10,266686,846054,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1TF",10,266714,845935,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1TJ",10,267655,845929,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1TR",10,266743,846726,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1TY",10,266525,845985,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1UA",10,267317,845954,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1UB",10,267347,846031,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1UE",10,267267,846029,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1UF",10,267694,846012,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1UR",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1WA",10,266568,845237,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1WL",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1YL",10,266580,846313,"S92000003","","S08000008","","S12000017","S13002678"
"IV1 1YN",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1YT",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1ZA",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1ZG",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1ZU",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 1ZY",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 3JA",10,264438,848557,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3JB",10,264256,848531,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3JD",10,264193,848684,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3JE",10,264159,848656,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3JF",50,264159,848656,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3JU",10,264945,848337,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3UB",10,265477,847995,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3UD",10,260659,851080,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3UF",10,263968,848784,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3WX",10,264640,848408,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3WY",10,264592,848480,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XA",10,264633,848340,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XB",10,262178,848836,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XD",10,261447,850918,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XE",10,263769,850708,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XF",10,264698,849970,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XG",10,266624,850279,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XH",10,262218,848660,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XJ",10,264555,848429,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XL",10,263636,849179,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XN",10,265515,847900,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XP",10,262711,848552,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XQ",10,263965,849026,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XR",10,264988,848043,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XS",10,264788,848106,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XT",10,264582,848174,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XU",10,264482,848349,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XW",10,265251,848010,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XX",10,264296,848447,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XY",10,264489,848209,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3XZ",10,264350,848310,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3YA",10,264190,848385,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3YB",10,265812,847867,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3YD",10,265772,847929,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3YE",10,265907,847929,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3YF",10,265401,848285,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3YG",10,265988,848106,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3YH",10,264809,848243,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3YQ",10,266269,848292,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3ZD",10,262839,849593,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3ZE",10,263450,849228,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3ZF",10,265194,851185,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 3ZG",10,267054,849698,"S92000003","","S08000008","","S12000017","S13002671"
"IV1 9AA",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 9AQ",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 9AS",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 9AT",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 9AW",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 9BA",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 9BD",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
"IV1 9BE",10,266758,845637,"S92000003","","S08000008","","S12000017","S13002676"
